probe,sectag,relatedu,firstnum,dis1num,dis2num,bignum,oddeven,dislist,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,ins.started,text.started,ins.stopped,cue.started,cuesti.started,cueblank.started,cuesti.stopped,cueblank.stopped,cue.stopped,dis1.started,text_3.started,text_3.stopped,dis1.stopped,firsTar.started,text_5.started,text_5.stopped,firsTar.stopped,probe.started,text_FLK1.started,text_4.started,text_FLK1.stopped,text_4.stopped,text_FLK2.started,text_FLK2.stopped,probe.stopped,AskColor.started,text_6.started,text_6.stopped,text_7.started,key_resp.started,AskColor.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,AskRelated.started,text_2.started,text_2.stopped,text_11.started,key_resp_2.started,AskRelated.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,T1_stimulus,T2_stimulus,T1_response,T2_response,T1_accuracy,T2_accuracy,T1_RT,T2_RT,distractors,ISI,stimulus_duration,trial_number,trial_type,oddeven,relatedu,text_7.stopped,text_8.started,key_resp.stopped,text_8.stopped,T2_accuracy_given_T1_correct,text_11.stopped,text_10.started,key_resp_2.stopped,text_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02021929994225502,0.03469199989922345,1.0023862000089139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
貂皮,毛皮, j,0:06,0.0,0:07,一一,j,现跳,0,0,0,146,,,,,0,0,0,2,,,,,3.684175999951549,,,,,1.019267699914053,1.033128899987787,2.001164599903859,2.0340368999168277,3.000729799969122,2.986696399981156,3.6772609999170527,3.684175999951549,3.7679314999841154,3.7534443999174982,3.4862929999362677,3.601130499970168,3.684175999951549,3.670571199967526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
貂皮,毛皮, j,0:06,0.0,0:07,一一,j,矮重,0,0,0,146,,,,,0,1,1,1,,,,,3.7679314999841154,,,,,,,,,,,3.753643999923952,3.7679314999841154,3.8506948999129236,3.8362356999423355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
貂皮,毛皮, j,0:06,0.0,0:07,一一,j,马片,0,0,0,146,,,,,0,2,2,3,,,,,3.8506948999129236,,,,,,,,,,,3.8364252999890596,3.8506948999129236,3.9340951999183744,3.9194392999634147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
貂皮,毛皮, j,0:06,0.0,0:07,一一,j,窗她,0,0,0,146,,,,,0,3,3,4,,,,,3.9340951999183744,,,,,,,,,,,3.919608199968934,3.9340951999183744,4.017654699971899,4.002900499966927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
貂皮,毛皮, j,0:06,0.0,0:07,一一,j,晓软,0,0,0,146,,,,,0,4,4,0,,,,,4.017654699971899,,,,,,,,,,,4.00307759991847,4.017654699971899,4.100692999898456,4.085828099981882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
貂皮,毛皮, j,0:06,0.0,0:07,一一,j,现跳,0,0,0,146,,,,,,,,,0,0,0,2,4.350689199985936,,,,,,,,,,,4.3417609999887645,4.350689199985936,4.434379899990745,4.419579499983229,,,,,4.085883899941109,4.100692999898456,4.184566299896687,4.184566299896687,4.267192299943417,4.267192299943417,4.350689199985936,4.335892200004309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
貂皮,毛皮, j,0:06,0.0,0:07,一一,j,马片,0,0,0,146,,,,,,,,,0,1,1,3,4.434379899990745,,,,,,,,,,,4.419778199982829,4.434379899990745,4.517740599927492,4.503517200006172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
貂皮,毛皮, j,0:06,0.0,0:07,一一,j,窗她,0,0,0,146,,,,,,,,,0,2,2,4,4.517740599927492,,,,,,,,,,,4.5037567999679595,4.517740599927492,4.600896599935368,4.58582799998112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
貂皮,毛皮, j,0:06,0.0,0:07,一一,j,晓软,0,0,0,146,,,,,,,,,0,3,3,0,4.600896599935368,,,,,,,,,,,4.586022899951786,4.600896599935368,4.683827199973166,4.669114199932665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
貂皮,毛皮, j,0:06,0.0,0:07,一一,j,矮重,0,0,0,146,,,,,,,,,0,4,4,1,4.683827199973166,,,,,,,,,,,4.669294099905528,4.683827199973166,4.767495899926871,4.752351099974476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
黑色,白色, j,0:06,0:02,0:07,二二,f,晓软,0,1,1,88,,,,,0,0,0,0,,,,,12.01724919991102,,,,,9.319974099984393,9.333683799952269,10.33371569996234,10.33371569996234,11.333668199949898,11.318993699969724,12.00641849997919,12.01724919991102,11.584225500002503,12.08509419998154,11.818256399943493,11.933649799902923,,12.00165729993023,,,,,,,,,4.752408999949694,4.767495899926871,5.767227499978617,5.767227499978617,5.767227499978617,7.335749199963175,f,0,1.5581397999776527,None,7.336861299932934,7.350636799936183,8.350455399951898,8.350455399951898,8.350455399951898,9.319531599991024,f,0,0.9631806999677792,None,貂皮,毛皮,f,f,0,0,1.5581397999776527,0.9631806999677792,矮重,0.083,0.083,0,AB,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
黑色,白色, j,0:06,0:02,0:07,二二,f,现跳,0,1,1,88,,,,,0,1,1,2,,,,,12.100393199943937,,,,,,,,,,,12.085245199967176,12.100393199943937,,12.168465800001286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
黑色,白色, j,0:06,0:02,0:07,二二,f,马片,0,1,1,88,,,,,0,2,2,3,,,,,12.183936599991284,,,,,,,,,,,12.168615899980068,12.183936599991284,,12.251457799924538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
黑色,白色, j,0:06,0:02,0:07,二二,f,矮重,0,1,1,88,,,,,0,3,3,1,,,,,12.266866499907337,,,,,,,,,,,12.251602899981663,12.266866499907337,,12.334988599992357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
黑色,白色, j,0:06,0:02,0:07,二二,f,窗她,0,1,1,88,,,,,0,4,4,4,,,,,12.350464299903251,,,,,,,,,,,12.335139599977992,12.350464299903251,,12.418663899996318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
黑色,白色, j,0:06,0:02,0:07,二二,f,矮重,0,1,1,88,,,,,,,,,0,0,0,1,12.667799199931324,,,,,,,,,,,12.6570729999803,12.667799199931324,12.750510999932885,12.735096499905922,,,,,12.418717599939555,12.43378429999575,12.500239199958742,12.516755299991928,12.583894899929874,12.583894899929874,12.667799199931324,12.65201329998672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
黑色,白色, j,0:06,0:02,0:07,二二,f,现跳,0,1,1,88,,,,,,,,,0,1,1,2,12.750510999932885,,,,,,,,,,,12.735259999986738,12.750510999932885,12.833717299974523,12.818777999957092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
黑色,白色, j,0:06,0:02,0:07,二二,f,马片,0,1,1,88,,,,,,,,,0,2,2,3,12.833717299974523,,,,,,,,,,,12.818946199957281,12.833717299974523,12.91684749990236,12.901990499929525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
黑色,白色, j,0:06,0:02,0:07,二二,f,窗她,0,1,1,88,,,,,,,,,0,3,3,4,12.91684749990236,,,,,,,,,,,12.90215390000958,12.91684749990236,13.000561299966648,12.98565539997071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
黑色,白色, j,0:06,0:02,0:07,二二,f,晓软,0,1,1,88,,,,,,,,,0,4,4,0,13.000561299966648,,,,,,,,,,,12.985822299961,13.000561299966648,13.083509799907915,13.068866799934767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
月亮,星星, j,0:06,0.0,0:12,十十,j,矮重,0,2,2,221,,,,,0,0,0,1,,,,,21.167134099989198,,,,,18.485908299917355,18.499918599962257,19.49991949996911,19.49991949996911,20.500002199900337,20.485020499909297,21.156513699912466,21.167134099989198,21.249989199917763,21.235027199960314,20.98481759999413,21.082914499915205,21.167134099989198,21.15179849998094,,,,,,,,,13.068925599916838,13.083509799907915,14.083922799909487,14.083922799909487,14.083922799909487,17.06819939997513,None,0,,,17.06833319994621,17.083984699915163,18.083548399969004,18.083548399969004,18.083548399969004,18.48565389995929,f,0,0.393697899999097,None,黑色,白色,None,f,0,0,[],0.393697899999097,晓软,0.083,0.083,1,AB,j, j,16.08371419995092,16.08371419995092,16.08371419995092,17.083984699915163,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
月亮,星星, j,0:06,0.0,0:12,十十,j,窗她,0,2,2,221,,,,,0,1,1,4,,,,,21.249989199917763,,,,,,,,,,,21.23519589996431,21.249989199917763,21.333920200006105,21.318450499908067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
月亮,星星, j,0:06,0.0,0:12,十十,j,晓软,0,2,2,221,,,,,0,2,2,0,,,,,21.333920200006105,,,,,,,,,,,21.31861959991511,21.333920200006105,21.41679219994694,21.401708299992606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
月亮,星星, j,0:06,0.0,0:12,十十,j,现跳,0,2,2,221,,,,,0,3,3,2,,,,,21.41679219994694,,,,,,,,,,,21.40189239999745,21.41679219994694,21.500276100006886,21.485419599921443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
月亮,星星, j,0:06,0.0,0:12,十十,j,马片,0,2,2,221,,,,,0,4,4,3,,,,,21.500276100006886,,,,,,,,,,,21.485602999920957,21.500276100006886,21.583422599942423,21.568722099997103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
月亮,星星, j,0:06,0.0,0:12,十十,j,现跳,0,2,2,221,,,,,,,,,0,0,0,2,21.833185499999672,,,,,,,,,,,21.823608699953184,21.833185499999672,21.916804699925706,21.901292599970475,,,,,21.568786999909207,21.583422599942423,21.66670870000962,21.66670870000962,21.749831499997526,21.749831499997526,21.833185499999672,21.818288299953565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
月亮,星星, j,0:06,0.0,0:12,十十,j,窗她,0,2,2,221,,,,,,,,,0,1,1,4,21.916804699925706,,,,,,,,,,,21.901459999964572,21.916804699925706,22.000215200008824,21.98557549994439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
月亮,星星, j,0:06,0.0,0:12,十十,j,马片,0,2,2,221,,,,,,,,,0,2,2,3,22.000215200008824,,,,,,,,,,,21.9857438999461,22.000215200008824,22.084030099911615,22.068634299910627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
月亮,星星, j,0:06,0.0,0:12,十十,j,晓软,0,2,2,221,,,,,,,,,0,3,3,0,22.084030099911615,,,,,,,,,,,22.068805899936706,22.084030099911615,22.166617899900302,22.151285699917935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
月亮,星星, j,0:06,0.0,0:12,十十,j,矮重,0,2,2,221,,,,,,,,,0,4,4,1,22.166617899900302,,,,,,,,,,,22.151451099896803,22.166617899900302,22.250251399935223,22.234877999988385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
记忆,心智, j,0:09,0:06,0:03,二二,f,晓软,0,3,3,358,,,,,0,0,0,0,,,,,30.833241599961184,,,,,27.902258899994195,27.916890799999237,28.91634559992235,28.91634559992235,29.916449899901636,29.902248799917288,30.826524999924004,30.833241599961184,30.916563499951735,30.90237199992407,30.65241270000115,30.749888799968176,30.833241599961184,30.819045099895447,,,,,,,,,22.234930399921723,22.250251399935223,23.24986360000912,23.24986360000912,23.24986360000912,26.234550999943167,None,0,,,26.234687199932523,26.249380499939434,27.249908600002527,27.249908600002527,27.249908600002527,27.90196239994839,f,0,0.6501041000010446,None,月亮,星星,None,f,0,0,[],0.6501041000010446,矮重,0.083,0.083,2,AB,f, j,25.249312300002202,25.249312300002202,25.249312300002202,26.249380499939434,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
记忆,心智, j,0:09,0:06,0:03,二二,f,现跳,0,3,3,358,,,,,0,1,1,2,,,,,30.916563499951735,,,,,,,,,,,30.902632499928586,30.916563499951735,30.999820299912244,30.985771799925715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
记忆,心智, j,0:09,0:06,0:03,二二,f,马片,0,3,3,358,,,,,0,2,2,3,,,,,30.999820299912244,,,,,,,,,,,30.98602710000705,30.999820299912244,31.083258399972692,31.06932029989548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
记忆,心智, j,0:09,0:06,0:03,二二,f,矮重,0,3,3,358,,,,,0,3,3,1,,,,,31.083258399972692,,,,,,,,,,,31.069580599898472,31.083258399972692,31.167060100007802,31.15301389992237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
记忆,心智, j,0:09,0:06,0:03,二二,f,窗她,0,3,3,358,,,,,0,4,4,4,,,,,31.167060100007802,,,,,,,,,,,31.153302599908784,31.167060100007802,31.249822399928235,31.23611279996112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
记忆,心智, j,0:09,0:06,0:03,二二,f,矮重,0,3,3,358,,,,,,,,,0,0,0,1,31.51563839998562,,,,,,,,,,,31.494429199956357,31.51563839998562,,31.585914899944328,,,,,31.236191699979827,31.249822399928235,31.333092999993823,31.333092999993823,31.41636869998183,31.41636869998183,31.51563839998562,31.48601469991263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
记忆,心智, j,0:09,0:06,0:03,二二,f,现跳,0,3,3,358,,,,,,,,,0,1,1,2,31.600054099923,,,,,,,,,,,31.586177599965595,31.600054099923,,31.668918199953623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
记忆,心智, j,0:09,0:06,0:03,二二,f,晓软,0,3,3,358,,,,,,,,,0,2,2,0,31.683461699984036,,,,,,,,,,,31.66917389992159,31.683461699984036,,31.751975899911486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
