probe,sectag,relatedu,firstnum,dis1num,dis2num,bignum,oddeven,dislist,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,ins.started,text.started,ins.stopped,cue.started,cuesti.started,cueblank.started,cuesti.stopped,cueblank.stopped,cue.stopped,dis1.started,text_3.started,text_3.stopped,dis1.stopped,firsTar.started,text_5.started,text_5.stopped,firsTar.stopped,probe.started,text_FLK1.started,text_4.started,text_FLK1.stopped,text_4.stopped,text_FLK2.started,text_FLK2.stopped,probe.stopped,AskColor.started,text_6.started,text_6.stopped,text_7.started,key_resp.started,AskColor.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,AskRelated.started,text_2.started,text_2.stopped,text_11.started,key_resp_2.started,AskRelated.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,T1_stimulus,T2_stimulus,T1_response,T2_response,T1_accuracy,T2_accuracy,T1_RT,T2_RT,distractors,ISI,stimulus_duration,trial_number,trial_type,oddeven,relatedu,text_7.stopped,text_8.started,key_resp.stopped,text_8.stopped,T2_accuracy_given_T1_correct,text_11.stopped,text_10.started,key_resp_2.stopped,text_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
记忆,心智, j,0:09,0:06,0:03,二二,f,窗她,0,3,3,358,,,,,,,,,0,3,3,4,31.766521099954844,,,,,,,,,,,31.75222079991363,31.766521099954844,,31.836118599982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
记忆,心智, j,0:09,0:06,0:03,二二,f,马片,0,3,3,358,,,,,,,,,0,4,4,3,31.84973729995545,,,,,,,,,,,31.83635909995064,31.84973729995545,,31.917921699932776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
咒语,诅咒, f,0:06,0.0,0:10,九九,f,窗她,0,4,4,252,,,,,0,0,0,4,,,,,37.432610599906184,,,,,34.751810399931855,34.76625379989855,35.76592339994386,35.76592339994386,36.76596659992356,36.75102829991374,37.42252579994965,37.432610599906184,37.51633409992792,37.500872700009495,37.25052939995658,37.34912429994438,37.432610599906184,37.41784699994605,,,,,,,,,31.917990899994038,31.932586399954744,32.932987199979834,32.91641449998133,32.91641449998133,33.170270600006916,f,1,0.24661610007751733,None,33.1706475999672,33.18304829997942,34.182736299932,34.182736299932,34.182736299932,34.751542999991216,f,0,0.5623163999989629,None,记忆,心智,f,f,1,0,0.24661610007751733,0.5623163999989629,马片,0.083,0.083,3,AB,f, f,,,,,0,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
咒语,诅咒, f,0:06,0.0,0:10,九九,f,晓软,0,4,4,252,,,,,0,1,1,0,,,,,37.51633409992792,,,,,,,,,,,37.50104489992373,37.51633409992792,37.599476099945605,37.58449199993629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
咒语,诅咒, f,0:06,0.0,0:10,九九,f,现跳,0,4,4,252,,,,,0,2,2,2,,,,,37.599476099945605,,,,,,,,,,,37.58466519997455,37.599476099945605,37.682735799928196,37.66776330000721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
咒语,诅咒, f,0:06,0.0,0:10,九九,f,矮重,0,4,4,252,,,,,0,3,3,1,,,,,37.682735799928196,,,,,,,,,,,37.66795729997102,37.682735799928196,37.76623449998442,37.7510133999167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
咒语,诅咒, f,0:06,0.0,0:10,九九,f,马片,0,4,4,252,,,,,0,4,4,3,,,,,37.76623449998442,,,,,,,,,,,37.751185299945064,37.76623449998442,37.849123399937525,37.83456539991312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
咒语,诅咒, f,0:06,0.0,0:10,九九,f,马片,0,4,4,252,,,,,,,,,0,0,0,3,38.09939819993451,,,,,,,,,,,38.089564099907875,38.09939819993451,38.182737099938095,38.16746569995303,,,,,37.83462199999485,37.849123399937525,37.932871499913745,37.932871499913745,38.01586359995417,38.01586359995417,38.09939819993451,38.084303799900226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
咒语,诅咒, f,0:06,0.0,0:10,九九,f,窗她,0,4,4,252,,,,,,,,,0,1,1,4,38.182737099938095,,,,,,,,,,,38.16762939991895,38.182737099938095,38.266033999971114,38.25096959993243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
咒语,诅咒, f,0:06,0.0,0:10,九九,f,晓软,0,4,4,252,,,,,,,,,0,2,2,0,38.266033999971114,,,,,,,,,,,38.25113539991435,38.266033999971114,38.34940889989957,38.33427210000809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
咒语,诅咒, f,0:06,0.0,0:10,九九,f,现跳,0,4,4,252,,,,,,,,,0,3,3,2,38.34940889989957,,,,,,,,,,,38.33444259990938,38.34940889989957,38.43259189999662,38.417968899942935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
咒语,诅咒, f,0:06,0.0,0:10,九九,f,矮重,0,4,4,252,,,,,,,,,0,4,4,1,38.43259189999662,,,,,,,,,,,38.41814560000785,38.43259189999662,38.516274499939755,38.50074960000347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, f,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
开启,关闭, j,0:09,0.0,0:03,三三,f,马片,0,5,5,256,,,,,0,0,0,3,,,,,49.449041999992914,,,,,46.500686899991706,46.515549600007944,47.51572419994045,47.51572419994045,48.51590070000384,48.50034939998295,49.43963169993367,49.449041999992914,49.53187019994948,49.516857799957506,49.25100029993337,49.36594279995188,49.449041999992914,49.43405989999883,,,,,,,,,38.50080939999316,38.516274499939755,39.51567289989907,39.51567289989907,39.51567289989907,42.500863799941726,None,0,,,42.50099729991052,42.51592539995909,43.51538839994464,43.51538839994464,43.51538839994464,46.50045719998889,None,0,,,咒语,诅咒,None,None,0,0,[],[],矮重,0.083,0.083,4,AB,f, j,41.515814299928024,41.515814299928024,41.515814299928024,42.51592539995909,,45.51583149994258,45.51583149994258,45.51583149994258,46.515549600007944,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
开启,关闭, j,0:09,0.0,0:03,三三,f,晓软,0,5,5,256,,,,,0,1,1,0,,,,,49.53187019994948,,,,,,,,,,,49.51702539995313,49.53187019994948,49.61540939996485,49.60009719990194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
开启,关闭, j,0:09,0.0,0:03,三三,f,窗她,0,5,5,256,,,,,0,2,2,4,,,,,49.61540939996485,,,,,,,,,,,49.60027229995467,49.61540939996485,49.69871929998044,49.68366989993956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
开启,关闭, j,0:09,0.0,0:03,三三,f,现跳,0,5,5,256,,,,,0,3,3,2,,,,,49.69871929998044,,,,,,,,,,,49.68384969991166,49.69871929998044,49.78202069993131,49.767566599999554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
开启,关闭, j,0:09,0.0,0:03,三三,f,矮重,0,5,5,256,,,,,0,4,4,1,,,,,49.78202069993131,,,,,,,,,,,49.76776239997707,49.78202069993131,49.865472099976614,49.85059079993516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
开启,关闭, j,0:09,0.0,0:03,三三,f,现跳,0,5,5,256,,,,,,,,,0,0,0,2,50.11539609997999,,,,,,,,,,,50.10538520000409,50.11539609997999,50.19847989990376,50.183959499932826,,,,,49.85064789990429,49.865472099976614,49.94917109992821,49.94917109992821,50.0320214999374,50.0320214999374,50.11539609997999,50.1000892999582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
开启,关闭, j,0:09,0.0,0:03,三三,f,马片,0,5,5,256,,,,,,,,,0,1,1,3,50.19847989990376,,,,,,,,,,,50.18413209996652,50.19847989990376,50.28284299990628,50.26698109996505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
开启,关闭, j,0:09,0.0,0:03,三三,f,窗她,0,5,5,256,,,,,,,,,0,2,2,4,50.28284299990628,,,,,,,,,,,50.267156999907456,50.28284299990628,50.36510139994789,50.35025949997362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
开启,关闭, j,0:09,0.0,0:03,三三,f,晓软,0,5,5,256,,,,,,,,,0,3,3,0,50.36510139994789,,,,,,,,,,,50.35042509995401,50.36510139994789,50.44885669997893,50.43430329998955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
开启,关闭, j,0:09,0.0,0:03,三三,f,矮重,0,5,5,256,,,,,,,,,0,4,4,1,50.44885669997893,,,,,,,,,,,50.434547399985604,50.44885669997893,50.53212869993877,50.517111699911766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
毛巾,抹布, j,0:06,0.0,0:03,四四,j,马片,0,6,6,269,,,,,0,0,0,3,,,,,59.99950129992794,,,,,57.3167932999786,57.33165499998722,58.33301149995532,58.33301149995532,59.34807299997192,59.31818199995905,59.990529499948025,59.99950129992794,60.08151970000472,60.0674972999841,59.81760539999232,59.91607649996877,59.99950129992794,59.984150799922645,,,,,,,,,50.51717569993343,50.53212869993877,51.532104399986565,51.532104399986565,51.532104399986565,53.31791609991342,f,1,1.78126139997039,None,53.31809919991065,53.33182590000797,54.33244939998258,54.33244939998258,54.33244939998258,57.31657159992028,None,0,,,开启,关闭,f,None,1,0,1.78126139997039,[],矮重,0.083,0.083,5,AB,j, j,,,,,0,56.33184739993885,56.33184739993885,56.33184739993885,57.33165499998722,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
毛巾,抹布, j,0:06,0.0,0:03,四四,j,现跳,0,6,6,269,,,,,0,1,1,2,,,,,60.08151970000472,,,,,,,,,,,60.067698500002734,60.08151970000472,60.16515849996358,60.15066449996084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
毛巾,抹布, j,0:06,0.0,0:03,四四,j,晓软,0,6,6,269,,,,,0,2,2,0,,,,,60.16515849996358,,,,,,,,,,,60.15088339999784,60.16515849996358,60.24826929997653,60.23350509989541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
毛巾,抹布, j,0:06,0.0,0:03,四四,j,窗她,0,6,6,269,,,,,0,3,3,4,,,,,60.24826929997653,,,,,,,,,,,60.233703800011426,60.24826929997653,60.33329139999114,60.31797969993204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
毛巾,抹布, j,0:06,0.0,0:03,四四,j,矮重,0,6,6,269,,,,,0,4,4,1,,,,,60.33329139999114,,,,,,,,,,,60.31820949993562,60.33329139999114,60.415041900007054,60.4015711999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
毛巾,抹布, j,0:06,0.0,0:03,四四,j,马片,0,6,6,269,,,,,,,,,0,0,0,3,60.66616149991751,,,,,,,,,,,60.65837959991768,60.66616149991751,60.748420499963686,60.733838799991645,,,,,60.40164619998541,60.415041900007054,60.498973899986595,60.498973899986595,60.58210519992281,60.58210519992281,60.66616149991751,60.65133799996693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
毛巾,抹布, j,0:06,0.0,0:03,四四,j,窗她,0,6,6,269,,,,,,,,,0,1,1,4,60.748420499963686,,,,,,,,,,,60.73406319995411,60.748420499963686,60.83170300000347,60.81772439996712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
毛巾,抹布, j,0:06,0.0,0:03,四四,j,现跳,0,6,6,269,,,,,,,,,0,2,2,2,60.83170300000347,,,,,,,,,,,60.81797959993128,60.83170300000347,60.91498209990095,60.90057979989797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
毛巾,抹布, j,0:06,0.0,0:03,四四,j,晓软,0,6,6,269,,,,,,,,,0,3,3,0,60.91498209990095,,,,,,,,,,,60.90080089995172,60.91498209990095,60.99844429991208,60.98354019992985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
毛巾,抹布, j,0:06,0.0,0:03,四四,j,矮重,0,6,6,269,,,,,,,,,0,4,4,1,60.99844429991208,,,,,,,,,,,60.98372819996439,60.99844429991208,61.08175559993833,61.06726899999194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
松树,橡树, j,0:06,0:02,0:03,八八,j,晓软,0,7,7,142,,,,,0,0,0,0,,,,,71.76454169990029,,,,,69.06670699990354,69.08146629994735,70.08130419999361,70.08130419999361,71.08121889992617,71.0664175999118,71.75540259992704,71.76454169990029,71.84853239997756,71.83256149990484,71.56576449994463,71.68158390000463,71.76454169990029,71.74977339990437,,,,,,,,,61.067342299968004,61.08175559993833,62.08156029996462,62.08156029996462,62.08156029996462,65.06627630000003,None,0,,,65.06641420000233,65.08169429993723,66.08161759993527,66.08161759993527,66.08161759993527,69.06646269990597,None,0,,,毛巾,抹布,None,None,0,0,[],[],矮重,0.083,0.083,6,AB,j, j,64.08122189994901,64.08122189994901,64.08122189994901,65.08169429993723,,68.08136359998025,68.08136359998025,68.08136359998025,69.08146629994735,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
松树,橡树, j,0:06,0:02,0:03,八八,j,马片,0,7,7,142,,,,,0,1,1,3,,,,,71.84853239997756,,,,,,,,,,,71.83273649995681,71.84853239997756,71.9322087999899,71.91687919991091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
松树,橡树, j,0:06,0:02,0:03,八八,j,矮重,0,7,7,142,,,,,0,2,2,1,,,,,71.9322087999899,,,,,,,,,,,71.91708039992955,71.9322087999899,72.01440969994292,71.99965079990216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
松树,橡树, j,0:06,0:02,0:03,八八,j,窗她,0,7,7,142,,,,,0,3,3,4,,,,,72.01440969994292,,,,,,,,,,,71.99983379989862,72.01440969994292,72.09751089999918,72.08382910001092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
松树,橡树, j,0:06,0:02,0:03,八八,j,现跳,0,7,7,142,,,,,0,4,4,2,,,,,72.09751089999918,,,,,,,,,,,72.08401809993666,72.09751089999918,72.18110759998672,72.16619509994052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
松树,橡树, j,0:06,0:02,0:03,八八,j,矮重,0,7,7,142,,,,,,,,,0,0,0,1,72.43108179990668,,,,,,,,,,,72.42123350000475,72.43108179990668,72.51430109993089,72.49982239992823,,,,,72.16625479992945,72.18110759998672,72.26467699999921,72.26467699999921,72.34795590001158,72.34795590001158,72.43108179990668,72.4159151999047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
松树,橡树, j,0:06,0:02,0:03,八八,j,马片,0,7,7,142,,,,,,,,,0,1,1,3,72.51430109993089,,,,,,,,,,,72.50000289990567,72.51430109993089,72.59867039998062,72.58272639999632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
松树,橡树, j,0:06,0:02,0:03,八八,j,窗她,0,7,7,142,,,,,,,,,0,2,2,4,72.59867039998062,,,,,,,,,,,72.58290309994482,72.59867039998062,72.68110319995321,72.66645539994352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
松树,橡树, j,0:06,0:02,0:03,八八,j,晓软,0,7,7,142,,,,,,,,,0,3,3,0,72.68110319995321,,,,,,,,,,,72.66662949998863,72.68110319995321,72.76440549991094,72.74977679993026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
松树,橡树, j,0:06,0:02,0:03,八八,j,现跳,0,7,7,142,,,,,,,,,0,4,4,2,72.76440549991094,,,,,,,,,,,72.74996199994348,72.76440549991094,72.84790499997325,72.83263189997524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j, j,,,,,,,,,,162477,001,2024-12-21_15h44.24.448,AB,2024.1.5,None,2024-12-21 15h44.32.623364 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.83268899994437,72.84790499997325,73.84777589992154,73.84777589992154,73.84777589992154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
